Database,Number of attributes,NBScore,NBScore STD,Genetic Score,Genetic Score STD,Configuration,Selected_attributes,Original
lenses,4,0.775,0.09354143466934854,0.7833333333333333,0.09646530752325189,"{'size': 10, 'seed': 200, 'individuals': 30, 'generations': 20, 'mutation_probability': 0.3, 'selection': 'simple', 'combine': 'elitism', 'n_intervals': 5, 'metric': 'accuracy', 'verbose': True, 'flexible_logic': True, 'encode': False}",5.8,2.0
lenses,4,0.775,0.09354143466934854,0.75,0.12076147288491199,"{'size': 20, 'seed': 200, 'individuals': 30, 'generations': 20, 'mutation_probability': 0.3, 'selection': 'simple', 'combine': 'elitism', 'n_intervals': 5, 'metric': 'accuracy', 'verbose': True, 'flexible_logic': True, 'encode': False}",10.466666666666667,1.5333333333333334
lenses,4,0.775,0.09354143466934854,0.825,0.08897565210026093,"{'size': 30, 'seed': 200, 'individuals': 30, 'generations': 20, 'mutation_probability': 0.3, 'selection': 'simple', 'combine': 'elitism', 'n_intervals': 5, 'metric': 'accuracy', 'verbose': True, 'flexible_logic': True, 'encode': False}",16.333333333333332,0.8666666666666667
lenses,4,0.775,0.09354143466934854,0.7833333333333333,0.09646530752325189,"{'size': 10, 'seed': 200, 'individuals': 30, 'generations': 20, 'mutation_probability': 0.3, 'selection': 'complex', 'combine': 'elitism', 'n_intervals': 5, 'metric': 'accuracy', 'verbose': True, 'flexible_logic': True, 'encode': False}",5.8,2.0
lenses,4,0.775,0.09354143466934854,0.8083333333333333,0.11960583412006105,"{'size': 20, 'seed': 200, 'individuals': 30, 'generations': 20, 'mutation_probability': 0.3, 'selection': 'complex', 'combine': 'truncate', 'n_intervals': 5, 'metric': 'accuracy', 'verbose': True, 'flexible_logic': True, 'encode': False}",6.133333333333334,1.7333333333333334
lenses,4,0.775,0.09354143466934854,0.825,0.08897565210026093,"{'size': 30, 'seed': 200, 'individuals': 30, 'generations': 20, 'mutation_probability': 0.3, 'selection': 'simple', 'combine': 'elitism', 'n_intervals': 5, 'metric': 'accuracy', 'verbose': True, 'flexible_logic': True, 'encode': False}",16.333333333333332,0.8666666666666667
