Database,Number of attributes,NBScore,NBScore STD,Genetic Score,Genetic Score STD,Configuration,Selected_attributes,Original
lenses,4,0.775,0.09354143466934854,0.8583333333333333,0.08975274678557507,"{'seed': 200, 'individuals': 20, 'generations': 30, 'mutation_probability': 0, 'selection': 'rank', 'combine': 'elitism', 'n_intervals': 5, 'metric': 'accuracy', 'verbose': False, 'mixed': True, 'encode_data': False, 'mixed_percentage': 0.5, 'mutation': 'simple'}",3.4,2.4
lenses,4,0.775,0.09354143466934854,0.825,0.1,"{'seed': 200, 'individuals': 20, 'generations': 30, 'mutation_probability': 0.05, 'selection': 'rank', 'combine': 'elitism', 'n_intervals': 5, 'metric': 'accuracy', 'verbose': False, 'mixed': True, 'encode_data': False, 'mixed_percentage': 0.5, 'mutation': 'simple'}",3.933333333333333,2.2
